TypeId,TypeDesc,TransDesc1,MCC,MCC_Description,Extra_Retailer_Field,Extra_Retailer_Field_2,logo,retailer_id,
0,Purchase,PARKHURST@FOUR,5812,Food and Drink,Parking,,NULL,20840,
0,Purchase,PARKING CIT-WEB,9399,Legal and Government,Parking,,NULL,20842,
0,Purchase,PARKING EP/PS,7523,Auto,Parking,,NULL,20843,
0,Purchase,PARKING SYSTEMS,7523,Auto,Parking,,NULL,20846,
0,Purchase,PARKMOBILE,7523,Auto,Parking,,NULL,20847,
0,Purchase,PARKNPAYAPP.COM,5734,Technology Store,Parking,,NULL,20848,
0,Purchase,PARKRECEIPTS.CO,7299,Other,Parking,,NULL,20849,
0,Purchase,RICE - PARKING,7523,Auto,Parking,,NULL,20850,
0,Purchase,UAB METERED PAR,7523,Auto,Parking,,NULL,20851,
0,Purchase,UAB PARKING DEC,7523,Auto,Parking,,NULL,20852,
0,Purchase,UHS PARKING GAR,7523,Auto,Parking,,NULL,20853,
0,Purchase,USH PARKING RC,7523,Auto,Parking,,NULL,20854,
0,Purchase,WAY - PARKING,7523,Auto,Parking,,NULL,20855,
0,Purchase,CFW PARKING MET,7523,Auto,Parking,,NULL,20857,
0,Purchase,PARKRIDGE CAFE2,5813,Food and Drink,Parkridge Cafe,,NULL,20858,
0,Purchase,PARKSIDE CABIN,5813,Food and Drink,Parkside Cabin,,parkside-cabin ,20859,
0,Purchase,PARKSIDE CAFE,5813,Food and Drink,Parkside Cafe,,NULL,20860,
0,Purchase,PARKWAY DISCOUN,5921,Food and Drink,Parkway Discount Store,,NULL,20861,
0,Purchase,PARKWAY FINANCE,6051,Financial Services,Parkway Finance,,NULL,20862,
0,Purchase,PARKWAY FOOD MA,5541,Fuel,Parkway Food Market,,NULL,20863,
0,Purchase,PARKWAY HOUSE A,5812,Food and Drink,Parkway House Family Restaurant,,NULL,20864,
0,Purchase,PARKWAY PURE,5541,Fuel,Parkway Pure,,NULL,20865,
0,Purchase,PARKWAY STORAGE,4225,Mailing and Shipping,Parkway Storage,,NULL,20866,
0,Purchase,PARKWAY WINE &,5921,Food and Drink,Parkway Wine,,NULL,20867,
0,Purchase,PARROT S HEAD,5812,Food and Drink,Parrots Head,,NULL,20868,
0,Purchase,PARRS INC,7542,Auto,Parrs Inc,,NULL,20869,
0,Purchase,PARTH 1 LLC,5541,Fuel,Parth 1,,NULL,20870,
0,Purchase,PARTNERS PIT BA,5812,Food and Drink,Partners Pit Barbeque,,NULL,20871,
0,Purchase,PARTNERWITHANTH,8299,Colleges Universities and Schools,PartnerWithAnthony,,NULL,20872,
0,Purchase,Parts & Service,5533,Auto,Parts and Service,,NULL,20873,
0,Purchase,PARTS GEEK,5533,Auto,Parts Geek,,,20874,
0,Purchase,PARTY BARN,5499,Grocery and Food Stores,Party Barn,,NULL,20876,
0,Purchase,PARTY EXPRESS,5812,Food and Drink,Party Express,,NULL,20902,
0,Purchase,PARTY HOUSE,5942,Retail,Party House,,NULL,20903,
0,Purchase,PARTY SHA PARTY,5399,Other,Party Shack,,NULL,20904,
0,Purchase,PASAPOGA RESTAU,5812,Food and Drink,Pasapoga Restaurant,,NULL,20905,
0,Purchase,PASQUALES PIZZE,5812,Food and Drink,Pasquales Pizzeria,,NULL,20906,
0,Purchase,PASSAKITE.COM,5968,Subscriptions,PASSAKITE.COM,,NULL,20908,
0,Purchase,PASTAFINA,5812,Food and Drink,Pastafina,,NULL,20909,
0,Purchase,PASTIME LANES,7933,Entertainment and Recreation,Pastime Lanes,,NULL,20910,
0,Purchase,PAT & GARYS PAR,5411,Grocery and Food Stores,Pat and Garys Party Store,,NULL,20911,
0,Purchase,PAT O`BRIENS GI,5813,Food and Drink,Pat OBriens Gifts,,NULL,20912,
0,Purchase,PAT'S SUPERMARK,5541,Fuel,Pats Supermarket,,NULL,20913,
0,Purchase,PATCHES CONSIGN,5931,Retail,Patches Consignage,,NULL,20914,
0,Purchase,PATHFINDER COMM,7311,Services,Pathfinder Communications,,NULL,20915,
0,Purchase,PATIENTS MUTUAL,5399,Other,Patients Mutual,,NULL,20916,
0,Purchase,PATIYA TRADING,5541,Fuel,Patiya Trading,,NULL,20917,
0,Purchase,David 18,6011,Financial Services,Patreon,,NULL,20918,
0,Purchase,Patreon* Member,5967,Telecommunication Services,Patreon,,NULL,20919,
0,Purchase,PATRICK MILL FO,5542,Fuel,Patrick Mill,,NULL,20920,
0,Purchase,PATRICK`S PUB L,5812,Food and Drink,Patricks Pub,,NULL,20921,
0,Purchase,PATRICKS,5814,Food and Drink,Patricks East Memphis Restaurant,,NULL,20922,
1,Purchase,PATRIOT FCU,6011,Financial Services,Patriot Federal Credit Union,,NULL,20923,
0,Purchase,PATRIOT FUELING,5542,Fuel,Patriot Fueling,,NULL,20924,
0,Purchase,PATSY'S OLD FAS,5812,Food and Drink,Patsys Old Fashioned,,NULL,20925,
0,Purchase,PATTON CHAPEL O,5541,Fuel,Patton Chapel Gas,,patton-chapel-gas ,20926,
0,Purchase,PATTON CREEK 15,7832,Entertainment and Recreation,Patton Creek AMC,,NULL,20927,
0,Purchase,PATTONS PARK MA,5541,Fuel,Pattons Park,,NULL,20928,
0,Purchase,PATTY S FARM MA,5411,Grocery and Food Stores,Pattys Farm,,NULL,20929,
0,Purchase,PMTN NASHVILLE,7230,Personal Care,Paul Mitchell School Nashville,,NULL,20930,
0,Purchase,PAUL MITCHELL T,8299,Colleges Universities and Schools,Paul Mitchell The School,,NULL,20931,
0,Purchase,PAUL REVERES PI,5812,Food and Drink,paul reveres pizza,,NULL,20932,
0,Purchase,PAUL S COUNTRY,5411,Grocery and Food Stores,Pauls Country,,NULL,20933,
0,Purchase,PAULS COUNTRY S,5499,Grocery and Food Stores,Pauls Country,,NULL,20934,
0,Purchase,PAUL'S FOOD MAR,5541,Fuel,Pauls Food Mart,,NULL,20935,
0,Purchase,PAUL S KITCHEN,5812,Food and Drink,Pauls Kitchen,,NULL,20936,
0,Purchase,PAULS PLACE,5541,Fuel,Pauls Place,,NULL,20937,
0,Purchase,PAULY'S BAR ROO,5812,Food and Drink,Paulys Bar Room,,NULL,20938,
0,Purchase,PAVILIONS STORE,5411,Grocery and Food Stores,Pavilions Store,,NULL,20939,
0,Purchase,PAW*ELITE COVER,6300,Insurance,PAW,,NULL,20940,
0,Purchase,PAWPAW-DAWSON'S,5085,Equipment and Materials,Paw Paw,,NULL,20941,
0,Purchase,PAWN CITY PAWN,5933,Other,Pawn City,,NULL,20943,
0,Purchase,PAWN HEADQUARTE,5941,Sporting Goods and Apparel,Pawn Headquarters,,NULL,20944,
0,Purchase,PAWN PLUS,5933,Other,PAWN PLUS,,NULL,20946,
0,Purchase,Capital Pawn Sh,5933,Other,Pawn Shop,,NULL,20947,
0,Purchase,QUICK PAWN 047,5933,Other,Pawn Shop,,NULL,20948,
0,Purchase,PAWS CLAWS ANIM,742,Services,Paws Claws Supreme Animal Grooming Salon,,NULL,20949,
0,Purchase,SP * PAWZ,5691,Apparel,Pawz,,NULL,20950,
0,Purchase,PAY 1040 SERVIC,9311,Legal and Government,Pay 1040,,NULL,20951,
0,Purchase,PAY LESS #827,5411,Grocery and Food Stores,Pay Less,,NULL,20952,
0,Purchase,PAYNOW *FIRST E,4900,Utilities,Pay Now Utilities,,NULL,20953,
0,Purchase,PAY PARKING BY,7523,Auto,Pay Parking,,NULL,20954,
0,Purchase,PAYSTUB - ABSTR,4816,Subscriptions,Pay Stub Direct,,NULL,20955,
0,Purchase,PAY TEL COMMUNI,4814,Telecommunication Services,Pay Tell Communications,,NULL,20956,
0,Purchase,PAYCARNOTE COM,5511,Auto,paycarnote.com,,NULL,20957,
0,Purchase,PAYGOV US,9399,Legal and Government,PayGov,,NULL,20958,
0,Purchase,PAYLESS #3,5541,Fuel,Payless,,NULL,20959,
0,Purchase,PAYLESS PHARMAC,5912,Healthcare,Payless Pharmacy,,NULL,20960,
0,Purchase,PAYLESS RENTALS,5732,Technology Store,Payless Rentals,,NULL,20961,
0,Purchase,PAYLESS SHOESO0,5999,Retail,Payless Shoes,,NULL,20962,
0,Purchase,PAYLESS SHOESOU,5999,Retail,Payless Shoes,,NULL,20963,
0,Purchase,PAYMENTUS-SERVI,9399,Legal and Government,PaymentUS,,NULL,20965,
0,Purchase,PYMNTLOG.COM,5967,Telecommunication Services,Paymnet Log,,NULL,20966,
0,Purchase,paynext24.net,7273,Other,paynext24.net,,NULL,20967,
0,Purchase,PAYPAL,5999,Retail,PayPal,,paypal ,20971,
0,Purchase,PAYPAL *+141261,5999,Retail,PayPal,,paypal ,20972,
0,Purchase,PAYPAL *1 1 US,5999,Retail,PayPal,,paypal ,20973,
0,Purchase,PAYPAL *HOSTGAT,5999,Retail,PayPal,,paypal ,21432,
26,Purchase,PAYPAL*Counsell,5999,Retail,PayPal,,paypal ,22021,
0,Purchase,ZOX,5999,Retail,PayPal,,paypal ,22176,
0,Purchase,CHERRYC*PAYPAMS,8211,Colleges Universities and Schools,PayPAMS.com,,NULL,22177,
0,Purchase,PAYUSATAX CONV.,9311,Legal and Government,payusatax.com,,payusatax.com ,22178,
0,Purchase,PAYYOURTIX.COM,9222,Legal and Government,Payyourtix.com,,NULL,22179,
0,Purchase,PC8022 SUNRISE,5541,Fuel,PC,,NULL,22181,
0,Purchase,PC8048 KANKUS E,5541,Fuel,PC,,NULL,22182,
0,Purchase,PC COUNTRY STOR,5499,Grocery and Food Stores,PC Country Store,,NULL,22183,
0,Purchase,PCC 2190,5541,Fuel,PCC,,NULL,22184,
0,Purchase,PCRMC CAFETERIA,5812,Food and Drink,PCRMC CAFETERIA,,NULL,22185,
0,Purchase,PDQ 1011,5814,Food and Drink,PDQ Restaurant,,NULL,22186,
0,Purchase,PDQ 456,5814,Food and Drink,PDQ Restaurant,,NULL,22192,
0,Purchase,PDQ NORMAN,5812,Food and Drink,PDQ Restaurant,,NULL,22193,
0,Purchase,PEA RIVER ELECT,4900,Utilities,Pea River Electric,,NULL,22194,
0,Purchase,PEABODY M 208 N,5411,Grocery and Food Stores,Peabody Market,,NULL,22195,
0,Purchase,PEACE OF MIND -,5699,Apparel,Peace of Mind,,NULL,22196,
0,Purchase,PEACH PARK,5451,Grocery and Food Stores,Peach Park,,NULL,22197,
0,Purchase,PEACH PARK-MOBI,5499,Grocery and Food Stores,Peach Park,,NULL,22198,
0,Purchase,WWW.PEACHPISTOL,5691,Apparel,Peach Pistol Boutique,,NULL,22199,
0,Purchase,PEACH VALLEY CA,5812,Food and Drink,Peach Valley Cafe,,NULL,22200,
0,Purchase,PEACHY CLEAN CA,7542,Auto,Peachy Clean Car Wash,,NULL,22201,
1,Purchase,PEACOCK EXPR-36,6011,Financial Services,Peacock Express,,NULL,22202,
0,Purchase,PEACOCK EXPRESS,5541,Fuel,Peacock Express,,NULL,22203,
0,Purchase,PEABODY MARKET,5411,Grocery and Food Stores,Peadbody Market,,NULL,22204,
0,Purchase,PEAR TREE INN C,3693,Travel,Pear Tree Inn,,pear-tree-inn ,22205,
0,Purchase,PEARL & ADDIES,5812,Food and Drink,Pearl and Addies,,NULL,22206,
0,Purchase,PEARL ON THE CO,7011,Travel,Pearl on the Concho,,NULL,22207,
0,Purchase,SDC*PEA RIVER E,4900,Utilities,Pearl River Resort,,pearl-river-resort ,22208,
0,Purchase,PEARL'S FOOD MA,5541,Fuel,Pearls Food Market,,NULL,22209,
0,Purchase,PEARLYS FAMOUS,5812,Food and Drink,Pearlys Famous Country Cooking,,NULL,22210,
0,Purchase,AWL*PEARSON EDU,8299,Colleges Universities and Schools,Pearson Education,,NULL,22211,
0,Purchase,PECO'S DIAMOND,5812,Food and Drink,Pecos Diamond Steakhouse,,NULL,22212,
0,Purchase,PECOS RIVER CAF,5814,Food and Drink,Pecos River Cafe,,NULL,22213,
0,Purchase,PEDDLERS JUNCTI,5932,Other,Peddlers Junction,,NULL,22214,
0,Purchase,PHR*PEDIATRICCE,8011,Healthcare,Pediatric Center,,NULL,22215,
0,Purchase,PEDS RX PHARMAC,5912,Healthcare,Peds RX Pharmacy,,NULL,22216,
0,Purchase,PEEBLES #5139,5311,Retail,Peebles,,NULL,22217,
0,Purchase,PEG LEG PETES,5812,Food and Drink,Peg Leg Petes,,peg-leg-petes ,22218,
0,Purchase,PEI WEI TERM F,5812,Food and Drink,Pei Wei Asian Kitchen,,pei-wei-asian-kitchen ,22219,
0,Purchase,Peking Chinese,5812,Food and Drink,Peking Chinese,,NULL,22220,
0,Purchase,PEKING HOUSE.,5812,Food and Drink,Peking Chinese,,NULL,22221,
0,Purchase,PEKING PALACE,5812,Food and Drink,Peking Chinese,,NULL,22222,
0,Purchase,PEKING HOUSE,5812,Food and Drink,Peking House,,NULL,22223,
0,Purchase,PELICAN ISLAND,5541,Fuel,Pelican Island,,pelican-island ,22224,
0,Purchase,PELION FAMILY M,8011,Healthcare,Pelion Family Medicine,,NULL,22225,
0,Purchase,PELL CITY FRIEN,5541,Fuel,Pell City Friendly Store,,NULL,22226,
0,Purchase,PELL-CITY-UTILI,4900,Utilities,Pell City Utilities,,NULL,22227,
20,Purchase,PLN*RENTAL COVE,4722,Travel,Pellston Regional Airport,,NULL,22228,
0,Purchase,PELUSOS II ITAL,5812,Food and Drink,Pelusos,,NULL,22229,
1,Purchase,PEN AIR,6011,Financial Services,Pen Air,,NULL,22230,
0,Purchase,PENGUIN POINT #,5812,Food and Drink,Penguin Point,,NULL,22231,
0,Purchase,PENN SELF STORA,4225,Mailing and Shipping,Penn Self Storage,,NULL,22232,
0,Purchase,PENN STATION -,5812,Food and Drink,Penn Station Subs,,penn-station-subs ,22235,
0,Purchase,PENN'S FOREST,5814,Food and Drink,Penns Forest,,NULL,22242,
0,Purchase,PENNY MART,5541,Fuel,Penny Market,,NULL,22243,
0,Purchase,PENNY PINCHERS,5411,Grocery and Food Stores,Penny Pinchers,,NULL,22245,
0,Purchase,PENNY SAVERS MA,5411,Grocery and Food Stores,Penny Savers,,NULL,22246,
0,Purchase,PENNYHILL DELI,5812,Food and Drink,Pennyhill Deli,,NULL,22247,
0,Purchase,SOUTH PORT PENN,7538,Auto,Pennzoil,,NULL,22248,
0,Purchase,PENSACOLA 0971B,5994,Other,Pensacola Something,,NULL,22249,
0,Purchase,CFK*PEOPLEFINDE,5968,Subscriptions,People Finder,,NULL,22250,
0,Purchase,Ppllookonli8555,8999,Services,People Look Online,,NULL,22251,
0,Purchase,BVD*PEOPLELOOKE,5968,Subscriptions,PeopleLooker.com,,peoplelooker.com ,22253,
1,Purchase,PEOPLES BANK &,6011,Financial Services,Peoples Bank,,NULL,22254,
1,Purchase,PEOPLES BANK NA,6011,Financial Services,Peoples Bank,,NULL,22255,
1,Purchase,8121501,6012,Financial Services,Peoples Bank of Alabama,,NULL,22256,
1,Purchase,8129825,6011,Financial Services,Peoples Bank of Alabama,,NULL,22257,
1,Purchase,PEOPLES FOOD-29,6011,Financial Services,Peoples Food,,NULL,22259,
0,Purchase,PEPBOYS STORE,5533,Auto,Pepboys,,pepboys ,22261,
0,Purchase,PEPBOYS STORE #,5533,Auto,Pepboys,,pepboys ,22262,
0,Purchase,PEPITO`S,5812,Food and Drink,Pepitos,,NULL,22263,
0,Purchase,PEPPERJAX 24 GR,5812,Food and Drink,Pepper Jax,,NULL,22264,
0,Purchase,PEPPERJAX 4 BLO,5812,Food and Drink,Pepper Jax,,NULL,22265,
0,Purchase,PEPPERJAX 7 MIL,5812,Food and Drink,Pepper Jax,,NULL,22266,
0,Purchase,PEPPERJAX 6 PAC,5812,Food and Drink,PepperJax Grill,,pepperjax-grill ,22267,
0,Purchase,PEPPERONI EXPRE,5812,Food and Drink,Pepperoni Express,,NULL,22268,
0,Purchase,5150 PLANET FIT,7997,Entertainment and Recreation,Planet Fitness,,pepsi-vending,22291,
0,Purchase,522PEPSIVEN9147,5814,Food and Drink,Pepsi Vending,,pepsi-vending,22292,
0,Purchase,USA TEC*USA*PEP,5814,Food and Drink,Pepsi Vending,,pepsi-vending,22295,
0,Purchase,USA*PEPSI BOTTL,5814,Food and Drink,Pepsi Vending,,pepsi-vending,22296,
0,Purchase,USA*USA*PEPSI H,5999,Retail,Pepsi Vending,,pepsi-vending,22297,
0,Purchase,PERDIDO URGENT,8099,Healthcare,Perdido Urgent Care,,NULL,22298,
0,Purchase,PERFECT TWIST P,5812,Food and Drink,Perfect Twist,,NULL,22299,
0,Purchase,PERFUME COLLECT,5999,Retail,Perfume Collect,,NULL,22301,
0,Purchase,PERFUME EXPRESS,5977,Personal Care,Perfume Express,,NULL,22302,
0,Purchase,PERFUME. COM,5977,Personal Care,perfume.com,,NULL,22303,
0,Purchase,PERKIN'S # 81,5812,Food and Drink,Perkins Restaurant and Bakery,,perkins-restaurant-and-bakery ,22305,
0,Purchase,PERKIN'S #53,5812,Food and Drink,Perkins Restaurant and Bakery,,perkins-restaurant-and-bakery ,22306,
0,Purchase,PERKINS 1,5812,Food and Drink,Perkins Restaurant and Bakery,,perkins-restaurant-and-bakery ,22307,
0,Purchase,PERKINS 34951,5812,Food and Drink,Perkins Restaurant and Bakery,,perkins-restaurant-and-bakery ,22311,
0,Purchase,PERKINS REST 0,5812,Food and Drink,Perkins Restaurant and Bakery,,perkins-restaurant-and-bakery ,22312,
0,Purchase,PERKINS REST0,5812,Food and Drink,Perkins Restaurant and Bakery,,perkins-restaurant-and-bakery ,22313,
0,Purchase,PERRY MARKETS*I,5541,Fuel,Perry Markets,,NULL,22314,
0,Purchase,PERRY STREET MA,5541,Fuel,Perry Street Market,,NULL,22315,
0,Purchase,PERRY'S CHICKEN,5812,Food and Drink,Perrys Chicken,,NULL,22316,
0,Purchase,PERRYS CONVENIE,5541,Fuel,Perrys Convenience,,NULL,22317,
0,Purchase,PERRY'S SUPERSH,7542,Auto,Perrys Supershop,,NULL,22318,
0,Purchase,PERRY`S LIQUORS,5921,Food and Drink,Perrys Liquors,,perrys-liquors ,22319,
0,Purchase,PERSONAL CREATI,5992,Other,Personal Creations,,NULL,22320,
0,Purchase,PERSONALIZATION,5947,Other,Personalization,,NULL,22321,
0,Purchase,PER*PERSOPO.COM,5968,Subscriptions,persopo.com,,persopo.com ,22322,
0,Purchase,PERU FOOD MART,5541,Fuel,Peru Food Mart,,NULL,22323,
0,Purchase,PESCADERIA DANN,5812,Food and Drink,Pescaderia Dannys Cevicheria,,NULL,22324,
0,Purchase,PET DEPOT - FT,5995,Other,Pet Depot,,NULL,22325,
0,Purchase,PET FOOD PET F,5995,Other,Pet Food,,NULL,22326,
0,Purchase,PET MED MOBILE,742,Services,Pet Med Mobile,,NULL,22327,
0,Purchase,PETPEOPLE BALLA,5995,Other,Pet People,,NULL,22328,
0,Purchase,PETSENSE 269 FA,5995,Other,Pet Sense,,NULL,22329,
0,Purchase,PETSMART # 0287,5995,Other,PetSmart,,pet-smart ,22330,
0,Purchase,PETSMART #3194,5995,Other,PetSmart,,pet-smart ,22356,
0,Purchase,PET SUPERMARKET,5995,Other,Pet Supermarket,,NULL,22357,
0,Purchase,PETCO 646,5995,Other,Petco,,petco ,22374,
0,Purchase,PETES #14,5541,Fuel,Petes,,NULL,22375,
0,Purchase,PETES #43,5541,Fuel,Petes,,NULL,22376,
0,Purchase,PETE S DRIVE IN,5812,Food and Drink,Petes Drive In,,NULL,22377,
0,Purchase,PETER MILLAR 27,5611,Apparel,Peter Millar,,NULL,22378,
0,Purchase,PETER PIPER PIZ,5812,Food and Drink,Peter Piper Pizza,,NULL,22379,
0,Purchase,PETER RABBIT,5541,Fuel,Peter Rabbit,,NULL,22380,
0,Purchase,PETERBROOKE - T,5441,Grocery and Food Stores,Peterbrooke,,NULL,22381,
0,Purchase,PETERBROOKE CHO,5812,Food and Drink,Peterbrooke Chocolatier,,peterbrooke-chocolatier ,22382,
0,Purchase,PETEYS BURGER,5812,Food and Drink,Peteys Burger,,NULL,22387,
0,Purchase,PETRO #326 N LI,5541,Fuel,Petro,,petro ,22396,
0,Purchase,PETRO #336 CARL,5541,Fuel,Petro,,petro ,22397,
0,Purchase,PETROSOUTH 6924,5541,Fuel,Petro,,petro ,22417,
0,Purchase,PETS BEST INSUR,6300,Insurance,Pets Best Insurance,,NULL,22418,
0,Purchase,PETTAGS4LESS,5995,Other,PetTags4Less,,NULL,22420,
0,Purchase,PETTITS PASTRY,5462,Grocery and Food Stores,Pettits Pastry,,NULL,22421,
0,Purchase,PF CHANGS # 985,5812,Food and Drink,PF Changs,,pf-changs ,22422,
0,Purchase,PFS MOBILE,6051,Financial Services,PFS Mobile,,NULL,22428,
1,Purchase,PGC ENTERTAI-36,6011,Financial Services,PGC Entertainment,,NULL,22429,
59,Purchase,PG E EZ PAY,4900,Utilities,PGE Utilities,,NULL,22430,
0,Purchase,PGPA PHARMACY 2,5912,Healthcare,PGPA Pharmacy,,NULL,22431,
0,Purchase,PHARMACY ASSIST,5912,Healthcare,Pharmacy Assist,,NULL,22432,
0,Purchase,PTCB,8398,Colleges Universities and Schools,Pharmacy Technician Certification Board,,NULL,22433,
0,Purchase,PHARAOH OF PRAT,5999,Retail,Pharoah of Pratville,,NULL,22434,
0,Purchase,PHAT TRACKS 2,5499,Grocery and Food Stores,Phat Tracks,,NULL,22435,
1,Purchase,Phelps County,6011,Financial Services,Phelps County Bank,,NULL,22438,
0,Purchase,OPC*PHENIX CITY,4900,Utilities,Phenix City Alabama,,NULL,22439,
0,Purchase,PHENIX CI 3605,5931,Retail,Phenix City Alabama,,NULL,22440,
0,Purchase,PHENIX CITY AL,5521,Auto,Phenix City Alabama,,NULL,22442,
0,Purchase,PHENIX CITY GOO,5931,Retail,Phenix City Goods,,NULL,22444,
0,Purchase,PHIL'S CASH SAV,5411,Grocery and Food Stores,Phils Cash Savings,,NULL,22445,
1,Purchase,1402 S PERKINS,6011,Financial Services,Phillips 66,,phillips-66 ,22448,
1,Purchase,MPC - 1048,6011,Financial Services,Phillips 66,,phillips-66 ,22449,
0,Purchase,PHILLIPS 66 - 1,5541,Fuel,Phillips 66,,phillips-66 ,22450,
0,Purchase,RIVERSIDE 66 25,5541,Fuel,Phillips 66,,phillips-66 ,22472,
0,Purchase,PHILLIPS EVENT,5812,Food and Drink,Phillips Arena,,NULL,22473,
0,Purchase,PHILLIPS ENERGY,5541,Fuel,Phillips Energy,,NULL,22474,
0,Purchase,PHIL S BAR-B-QU,5812,Food and Drink,Phils BBQ,,NULL,22476,
0,Purchase,PHO BINH,5812,Food and Drink,Pho Binh,,NULL,22477,
0,Purchase,PHO TAN MAI,5812,Food and Drink,Pho Tan Mai,,NULL,22480,
0,Purchase,PHX N4 THE MISS,5812,Food and Drink,Phoenix Airport,,NULL,22481,
1,Purchase,PHOENIX INDI-K4,5541,Fuel,Phoenix Gas,,NULL,22482,
0,Purchase,PHOENIX MINI MA,5541,Fuel,Phoenix Gas,,NULL,22483,
1,Purchase,PHOENIX MINI-X1,5541,Fuel,Phoenix Gas,,NULL,22484,
0,Purchase,PHX 1460A 12 NE,5994,Other,Phoenix News,,NULL,22485,
0,Purchase,PHX 1476B PRAIR,5994,Other,Phoenix News,,NULL,22486,
0,Purchase,PHONECLINIC DEM,4812,Telecommunication Services,Phone Clinic,,NULL,22487,
0,Purchase,PHONEDONKEY,7399,Services,Phone Donkey,,NULL,22488,
0,Purchase,PHOTO CHECKOUT,7333,Other,Photo Checkout,,NULL,22489,
0,Purchase,FTP*PAIDLITE,5072,Equipment and Materials,piadlite,,NULL,22490,
0,Purchase,PIC A BIT,5541,Fuel,Pic a Bit,,NULL,22491,
1,Purchase,PIC N PAC #1-33,6011,Financial Services,Pic N Pac,,pic-n-pac ,22492,
0,Purchase,PIC N PAC 15,5541,Fuel,Pic N Pac,,pic-n-pac ,22493,
0,Purchase,PIC-N-PAC #16,5541,Fuel,Pic N Pac,,pic-n-pac ,22494,
9,Purchase,PIC N SAV 2203,5411,Grocery and Food Stores,Pic N Save,,NULL,22499,
1,Purchase,PIC-N-SAVE #617,6011,Financial Services,Pic N Save,,NULL,22502,
0,Purchase,PIC'N SAVE #248,5411,Grocery and Food Stores,Pic N Save,,NULL,22503,
0,Purchase,PICCADILLY ATGO,5812,Food and Drink,Piccadilly,,NULL,22504,
0,Purchase,PICK YOUR PLUM,5691,Apparel,Pick Your Plum,,NULL,22505,
1,Purchase,PICKARDS GAS AN,5541,Fuel,Pickards Gas,,NULL,22506,
0,Purchase,PICKLES BEACHSI,5812,Food and Drink,Pickles Burger and Shake,,NULL,22507,
0,Purchase,PICTUREFRAMES.C,5999,Retail,PictureFrames.com,,pictureframes.com ,22508,
0,Purchase,PIE FIVE PIZZA,5812,Food and Drink,Pie Five,,NULL,22509,
0,Purchase,PIEDMONT URGENT,8099,Healthcare,Piedmont Urgent Care,,NULL,22510,
1,Purchase,PIEDRA PARTI-36,6011,Financial Services,Piedra Partida Deli Grocery,,NULL,22511,
0,Purchase,PIER 1 IMPORTS,5719,Household,Pier 1,,NULL,22512,
0,Purchase,PIER 88 BOILING,5812,Food and Drink,Pier 88,,NULL,22513,
0,Purchase,Pierces Country,5812,Food and Drink,Pierces Country,,NULL,22514,
0,Purchase,PIERSIDE GRILL,5812,Food and Drink,Pierside Grill,,NULL,22516,
0,Purchase,PIES & PINTS -,5812,Food and Drink,Pies and Pints,,NULL,22517,
20,Purchase,PIGEON FORGE CA,7011,Travel,Pigeon Forge Cabin Rentals,,NULL,22519,
0,Purchase,265 PIGGLY WIGG,5411,Grocery and Food Stores,Piggly Wiggly,,piggly-wiggly ,22521,
0,Purchase,BUTLER PIGGLY W,5411,Grocery and Food Stores,Piggly Wiggly,,piggly-wiggly ,22522,
9,Purchase,PIGGLY WI 205 C,5411,Grocery and Food Stores,Piggly Wiggly,,piggly-wiggly ,22527,
0,Purchase,PIGGLY WIGGLY -,5411,Grocery and Food Stores,Piggly Wiggly,,piggly-wiggly ,22539,
9,Purchase,PIGGLY WIGGLY #,5411,Grocery and Food Stores,Piggly Wiggly,,piggly-wiggly ,22547,
0,Purchase,PIGGLY WIGGLY-G,5411,Grocery and Food Stores,Piggly Wiggly,,piggly-wiggly ,22559,
0,Purchase,PIKE COUNTY PRO,9222,Legal and Government,Pike County,,NULL,22560,
0,Purchase,PIKE CO DOH CTR,9399,Legal and Government,Pike County Court,,NULL,22561,
1,Purchase,PIKE ROAD DI-K5,6011,Financial Services,Pike Road Disco,,NULL,22562,
1,Purchase,PIKE ROAD DISCO,5499,Grocery and Food Stores,Pike Road Disco,,NULL,22564,
0,Purchase,PIKEVILLE CLINI,8011,Healthcare,Pikeville Clinic,,pikeville-clinic ,22565,
0,Purchase,PIKEVILLE FOOD,5541,Fuel,Pikeville Food,,NULL,22566,
0,Purchase,PIKEVILLE TOBAC,5541,Fuel,Pikeville Tobacco,,NULL,22567,
0,Purchase,PILCHER M 101 B,5912,Healthcare,Pilcher,,NULL,22568,
0,Purchase,CALL CONF 80038,5967,Telecommunication Services,Pilgrim Telephone,,NULL,22569,
0,Purchase,PILLPACK LLC,5912,Healthcare,PillPack,,pillpack ,22573,
0,Purchase,FLYING J #603,5541,Fuel,Pilot Flying J,,pilot-flying-j ,22574,
1,Purchase,FLYING J 625 AT,5541,Fuel,Pilot Flying J,,pilot-flying-j ,22576,
1,Purchase,PILOT CS #105,5541,Fuel,Pilot Flying J,,pilot-flying-j ,22587,
0,Purchase,PILOT TRAVEL CE,5541,Fuel,Pilot Flying J,,pilot-flying-j ,22592,
1,Purchase,PILOT TS #486 A,5541,Fuel,Pilot Flying J,,pilot-flying-j ,22596,
0,Purchase,PILOT0,5541,Fuel,Pilot Flying J,,pilot-flying-j ,22597,
0,Purchase,PIMA BKST-WEST,5942,Retail,Pima Bookstore,,NULL,22598,
0,Purchase,Pima County Fai,7996,Entertainment and Recreation,Pima County Fair,,NULL,22599,
